131,-2,0,0,3.0
132,-2,8,0,1.0
135,0,11,0,2.0
151,10,-15,0,2.0
155,11,-15,0,3.0
154,11,-16,0,1.0
150,10,-16,0,2.0
141,4,-8,0,2.0
140,3,-5,0,3.0
170,19,16,0,2.0
122,-6,1,0,1.0
125,-5,3,0,2.0
112,-11,2,0,3.0
157,14,17,0,2.0
113,-10,-1,0,2.0
173,22,24,0,3.0
159,16,-19,0,2.0
162,17,-20,0,2.0
176,25,25,0,2.0
109,-12,-3,0,2.0
165,18,-23,0,1.0
166,19,-21,0,2.0
168,19,-11,0,1.0
167,19,-17,0,3.0
108,-13,-2,0,3.0
102,-14,0,0,3.0
174,22,28,0,1.0
183,29,19,0,1.0
130,-3,-1,0,1.0
192,35,28,0,3.0
156,13,-6,0,2.0
199,39,20,0,2.0
221,47,21,0,3.0
225,48,24,0,2.0
202,41,27,0,2.0
196,37,24,0,2.0
204,42,16,0,2.0
210,45,0,0,3.0
191,35,-6,0,2.0
198,39,-2,0,2.0
207,44,-3,0,1.0
220,47,-9,0,2.0
224,48,2,0,2.0
209,45,-7,0,2.0
194,37,-10,0,2.0
190,35,-14,0,2.0
197,38,-14,0,3.0
205,43,-10,0,2.0
216,46,3,0,2.0
195,37,0,0,2.0
189,35,-30,0,3.0
201,41,-27,0,2.0
203,42,0,0,2.0
134,0,-34,0,2.0
206,43,-1,0,2.0
119,-7,16,0,2.0
123,-6,15,0,2.0
69,-30,-34,0,1.0
66,-31,-39,0,2.0
39,-40,-50,0,2.0
40,-40,-44,0,1.0
55,-35,-46,0,1.0
57,-34,-48,0,1.0
65,-31,-49,0,2.0
73,-29,-48,0,2.0
76,-26,-50,0,2.0
81,-24,-50,0,2.0
85,-22,-48,0,2.0
44,-40,5,0,2.0
61,-32,-8,0,2.0
54,-36,-11,0,3.0
82,-24,-4,0,1.0
152,10,3,0,2.0
90,-20,8,0,2.0
87,-22,1,0,2.0
84,-23,-1,0,3.0
86,-22,-4,0,3.0
169,19,10,0,3.0
161,16,11,0,2.0
77,-26,2,0,2.0
80,-25,-1,0,2.0
49,-37,-46,0,3.0
50,-37,-40,0,2.0
45,-39,-37,0,2.0
30,-44,-39,0,2.0
56,-35,10,0,2.0
33,-43,-33,0,2.0
31,-44,-29,0,1.0
32,-44,-26,0,3.0
19,-46,-26,0,2.0
18,-46,-28,0,2.0
8,-48,-43,0,3.0
13,-47,-46,0,3.0
25,-45,-45,0,2.0
46,-39,8,0,3.0
2,-50,-40,0,2.0
1,-50,-43,0,3.0
9,-48,-38,0,2.0
83,-24,2,0,2.0
14,-47,-25,0,2.0
15,-47,-22,0,2.0
21,-46,-19,0,2.0
6,-49,-18,0,2.0
37,-41,-30,0,3.0
42,-40,-27,0,2.0
59,-34,18,0,3.0
63,-32,19,0,2.0
72,-30,17,0,3.0
48,-38,13,0,1.0
67,-31,22,0,2.0
10,-48,-20,0,2.0
20,-46,-20,0,1.0
74,-29,20,0,2.0
26,-45,-17,0,3.0
62,-32,15,0,2.0
187,33,17,0,1.0
47,-39,25,0,2.0
64,-32,28,0,1.0
75,-28,28,0,1.0
93,-18,27,0,2.0
98,-16,24,0,3.0
103,-14,22,0,3.0
104,-14,28,0,2.0
126,-5,25,0,3.0
110,-12,20,0,2.0
114,-10,24,0,2.0
117,-8,27,0,2.0
136,0,25,0,3.0
145,6,20,0,3.0
100,-15,4,0,3.0
52,-37,-27,0,2.0
71,-30,-25,0,2.0
88,-22,18,0,1.0
89,-22,25,0,2.0
92,-18,22,0,2.0
78,-25,-42,0,2.0
79,-25,-40,0,2.0
68,-30,-42,0,2.0
96,-17,28,0,2.0
70,-30,-29,0,2.0
11,-48,-2,0,2.0
27,-45,-10,0,2.0
34,-43,-11,0,2.0
182,29,-21,0,3.0
