"22, 11, 1, 0, 0"
"18, 13, 2, 0, 0"
"12, 7, 3, 0, 0"
"0, 7, 2, 0, 0"
"34, 5, 3, 0, 0"
"40, 10, 3, 0, 0"
"29, 4, 5, 0, 0"
"31, 13, 5, 0, 0"
"23, 8, 4, 0, 0"
"7, 18, 0, 0, 0"
"32, 16, 16, 0, 0"
"2, 18, 15, 0, 0"
"6, 2, 10, 0, 0"
"30, 4, 14, 0, 0"
"16, 4, 15, 0, 0"
"3, 13, 16, 0, 0"
"39, 5, 19, 0, 0"
"25, 16, 7, 0, 0"
"4, 13, 13, 0, 0"
"8, 14, 7, 0, 0"
"41, 14, 8, 0, 0"
"35, 13, 19, 0, 0"
"14, 17, 11, 0, 0"
"21, 16, 9, 0, 0"
"5, 16, 13, 0, 0"
